pass1: researching 100 apps with sonnet, parallel=8
  [  6] Podio                      access=self_serve_free build=ready_with_caveats tools=7 errors=[]
  [  7] Zoho CRM                   access=self_serve_free build=ready tools=10 errors=[]
  [  8] Close                      access=self_serve_trial build=ready_with_caveats tools=9 errors=[]
  [  2] HubSpot                    access=self_serve_free build=ready_with_caveats tools=10 errors=[]
  [  3] Pipedrive                  access=self_serve_free build=ready_with_caveats tools=10 errors=[]
  [  1] Salesforce                 access=self_serve_free build=ready_with_caveats tools=6 errors=[]
  [  4] Attio                      access=self_serve_free build=ready tools=11 errors=[]
  [  5] Twenty                     access=self_serve_free build=ready tools=13 errors=[]
  [ 12] Intercom                   access=self_serve_free build=ready tools=10 errors=[]
  [ 41] Shopify                    access=approval_required build=ready_with_caveats tools=9 errors=[]
  [ 42] WooCommerce                access=self_serve_free build=ready_with_caveats tools=10 errors=[]
  [ 44] Salesforce Commerce Cloud  access=partner_gated build=blocked tools=9 errors=[]
  [ 45] Magento (Adobe Commerce)   access=self_serve_free build=ready_with_caveats tools=8 errors=[]
  [ 47] Ecwid                      access=approval_required build=ready_with_caveats tools=15 errors=[]
  [ 46] Squarespace                access=approval_required build=ready_with_caveats tools=17 errors=[]
  [ 51] DataForSEO                 access=self_serve_free build=ready tools=9 errors=[]
  [ 48] Gumroad                    access=self_serve_free build=ready tools=12 errors=[]
  [ 49] Amazon Selling Partner     access=approval_required build=ready_with_caveats tools=10 errors=[]
  [ 52] SE Ranking                 access=self_serve_trial build=ready_with_caveats tools=9 errors=[]
  [ 50] fanbasis                   access=self_serve_free build=ready tools=21 errors=[]
  [ 54] MrScraper                  access=self_serve_free build=ready_with_caveats tools=10 errors=[]
  [ 53] Ahrefs                     access=approval_required build=ready_with_caveats tools=10 errors=[]
  [ 55] Apify                      access=self_serve_free build=ready tools=4 errors=[]
  [ 58] Sherlock                   access=self_serve_free build=not_applicable tools=2 errors=[]
  [ 56] Firecrawl                  access=self_serve_free build=ready tools=7 errors=[]
  [ 57] Bright Data                access=self_serve_free build=ready tools=6 errors=[]
  [ 61] GitHub                     access=self_serve_free build=ready tools=5 errors=[]
  [ 59] Waterfall.io               access=partner_gated build=blocked tools=12 errors=[]
  [ 60] Clay                       access=self_serve_free build=ready_with_caveats tools=12 errors=[]
  [ 65] Supabase                   access=None build=None tools=1 errors=['no JSON']
  [ 62] Vercel                     access=None build=None tools=10 errors=['no JSON']
  [ 66] Neo4j                      access=None build=None tools=0 errors=['no JSON']
  [ 68] MongoDB Atlas              access=None build=None tools=0 errors=['no JSON']
  [ 67] Snowflake                  access=None build=None tools=0 errors=['no JSON']
  [ 63] Netlify                    access=None build=None tools=7 errors=['no JSON']
  [ 64] Cloudflare                 access=None build=None tools=5 errors=['no JSON']
  [ 69] Datadog                    access=None build=None tools=0 errors=['no JSON']
  [ 70] Sentry                     access=None build=None tools=1 errors=['no JSON']
  [ 71] Notion                     access=None build=None tools=0 errors=['no JSON']
  [ 72] Airtable                   access=None build=None tools=0 errors=['no JSON']
  [ 73] Linear                     access=None build=None tools=0 errors=['no JSON']
  [ 74] Jira                       access=None build=None tools=0 errors=['no JSON']
  [ 75] Asana                      access=None build=None tools=0 errors=['no JSON']
  [ 76] Monday.com                 access=None build=None tools=0 errors=['no JSON']
  [ 77] ClickUp                    access=None build=None tools=0 errors=['no JSON']
  [ 78] Coda                       access=None build=None tools=0 errors=['no JSON']
  [ 79] Smartsheet                 access=None build=None tools=0 errors=['no JSON']
  [ 80] Harvest                    access=None build=None tools=0 errors=['no JSON']
  [ 81] Stripe                     access=None build=None tools=0 errors=['no JSON']
  [ 82] Plaid                      access=None build=None tools=0 errors=['no JSON']
  [ 83] Binance                    access=None build=None tools=0 errors=['no JSON']
  [ 84] Paygent Connect            access=None build=None tools=0 errors=['no JSON']
  [ 85] iPayX                      access=None build=None tools=0 errors=['no JSON']
  [ 86] QuickBooks                 access=None build=None tools=0 errors=['no JSON']
  [ 87] Xero                       access=None build=None tools=0 errors=['no JSON']
  [ 88] Brex                       access=None build=None tools=0 errors=['no JSON']
  [ 89] Ramp                       access=None build=None tools=0 errors=['no JSON']
  [ 90] PitchBook                  access=None build=None tools=0 errors=['no JSON']
  [ 91] NotebookLM                 access=None build=None tools=0 errors=['no JSON']
  [ 93] Fathom                     access=None build=None tools=0 errors=['no JSON']
  [ 92] Otter AI                   access=None build=None tools=0 errors=['no JSON']
  [ 94] Consensus                  access=None build=None tools=0 errors=['no JSON']
  [ 95] Reducto                    access=None build=None tools=0 errors=['no JSON']
  [ 96] Devin                      access=None build=None tools=0 errors=['no JSON']
  [ 97] higgsfield                 access=None build=None tools=0 errors=['no JSON']
  [100] Grain                      access=None build=None tools=0 errors=['no JSON']
  [ 99] YouTube Transcript         access=None build=None tools=0 errors=['no JSON']
  [ 98] Mermaid CLI                access=None build=None tools=0 errors=['no JSON']
PASS1-RETRY EXIT 0
pass1: researching 39 apps with sonnet, parallel=6
  [ 65] Supabase                   access=self_serve_free build=ready tools=6 errors=[]
  [ 67] Snowflake                  access=self_serve_trial build=ready_with_caveats tools=9 errors=[]
  [ 63] Netlify                    access=self_serve_free build=ready tools=13 errors=[]
  [ 64] Cloudflare                 access=self_serve_free build=ready tools=8 errors=[]
  [ 68] MongoDB Atlas              access=self_serve_free build=ready_with_caveats tools=6 errors=[]
  [ 66] Neo4j                      access=self_serve_free build=ready_with_caveats tools=13 errors=[]
  [ 62] Vercel                     access=self_serve_free build=ready tools=21 errors=[]
  [ 72] Airtable                   access=self_serve_free build=ready tools=6 errors=[]
  [ 70] Sentry                     access=self_serve_free build=ready_with_caveats tools=7 errors=[]
  [ 73] Linear                     access=self_serve_free build=ready tools=6 errors=[]
  [ 71] Notion                     access=self_serve_free build=ready_with_caveats tools=15 errors=[]
  [ 74] Jira                       access=self_serve_free build=ready tools=6 errors=[]
  [ 77] ClickUp                    access=self_serve_free build=ready_with_caveats tools=7 errors=[]
  [ 76] Monday.com                 access=self_serve_free build=ready tools=8 errors=[]
  [ 75] Asana                      access=self_serve_free build=ready tools=9 errors=[]
  [ 69] Datadog                    access=self_serve_free build=ready tools=19 errors=[]
  [ 80] Harvest                    access=self_serve_free build=ready tools=7 errors=[]
  [ 81] Stripe                     access=self_serve_free build=ready tools=9 errors=[]
  [ 79] Smartsheet                 access=self_serve_trial build=ready_with_caveats tools=14 errors=[]
  [ 85] iPayX                      access=self_serve_free build=ready_with_caveats tools=4 errors=[]
  [ 82] Plaid                      access=approval_required build=ready_with_caveats tools=8 errors=[]
  [ 86] QuickBooks                 access=approval_required build=ready_with_caveats tools=9 errors=[]
  [ 78] Coda                       access=self_serve_free build=ready tools=29 errors=[]
  [ 83] Binance                    access=self_serve_free build=ready tools=15 errors=[]
  [ 84] Paygent Connect            access=self_serve_free build=ready_with_caveats tools=21 errors=[]
  [ 88] Brex                       access=approval_required build=ready_with_caveats tools=7 errors=[]
  [ 87] Xero                       access=self_serve_free build=ready_with_caveats tools=13 errors=[]
  [ 90] PitchBook                  access=None build=None tools=8 errors=['no JSON']
  [ 91] NotebookLM                 access=self_serve_trial build=ready_with_caveats tools=9 errors=[]
  [ 89] Ramp                       access=approval_required build=ready_with_caveats tools=9 errors=[]
  [ 93] Fathom                     access=self_serve_free build=ready_with_caveats tools=10 errors=[]
  [ 92] Otter AI                   access=paid_plan build=ready_with_caveats tools=11 errors=[]
  [ 98] Mermaid CLI                access=self_serve_free build=not_applicable tools=3 errors=[]
  [ 95] Reducto                    access=self_serve_free build=ready tools=13 errors=[]
  [ 94] Consensus                  access=paid_plan build=ready_with_caveats tools=7 errors=[]
  [ 97] higgsfield                 access=paid_plan build=ready_with_caveats tools=13 errors=[]
  [ 96] Devin                      access=paid_plan build=ready_with_caveats tools=10 errors=[]
  [ 99] YouTube Transcript         access=None build=None tools=9 errors=['no JSON']
  [100] Grain                      access=None build=None tools=7 errors=['no JSON']
PASS1-RETRY2 EXIT 0
